Patent_No,Publication_Number,Priority_Date,Publication_Date,Examiner_Cited
US8985867,US5993071A,9/30/1996,11/30/1999, 
US8985867,US6099392A,4/14/1997,8/8/2000, 
US8985867,US6275642B1,5/12/1998,8/14/2001, 
US8985867,EP1143277A2,4/7/2000,10/10/2001, 
US8985867,US6491444B1,7/17/1997,12/10/2002, 
US8985867,US20030202752A1,4/24/2002,10/30/2003, 
US8985867,US6648521B2,2/23/2001,11/18/2003,*
US8985867,US20040057676A1,9/19/2002,3/25/2004, 
US8985867,US6779931B2,11/2/2001,8/24/2004, 
US8985867,US6808444B1,11/26/2003,10/26/2004, 
US8985867,US6918816B2,1/31/2003,7/19/2005, 
US8985867,US20050207708A1,12/19/2003,9/22/2005, 
US8985867,US6951425B2,10/25/2000,10/4/2005, 
US8985867,US7192194B2,1/13/2005,3/20/2007, 
US8985867,US20070196053A1,2/17/2006,8/23/2007, 
US8985867,US20100183265A1,1/19/2009,7/22/2010, 
US8985867,US7822309B2,6/14/2004,10/26/2010, 
US8985867,US7833090B2,1/3/2007,11/16/2010, 
US8985867,US20100303434A1,5/29/2009,12/2/2010, 
US8985867,US20110229094A1,3/19/2010,9/22/2011, 
US8985867,WO2012112343A1,2/17/2011,8/23/2012, 
US8985867,WO2012112344A1,2/17/2011,8/23/2012, 
US8985867,US8442375B2,6/16/2009,5/14/2013, 
US8985867,US20130156379A1,9/7/2011,6/20/2013, 
US8985867,US20130183001A1,9/7/2011,7/18/2013,*
US8985864,US4102561A,7/2/1975,7/25/1978,*
US8985864,US4320938A,12/26/1979,3/23/1982,*
US8985864,WO1983000935A1,9/10/1981,3/17/1983, 
US8985864,US4929046A,2/1/1989,5/29/1990, 
US8985864,US5125056A,5/14/1986,6/23/1992, 
US8985864,US5321917A,7/8/1993,6/21/1994, 
US8985864,US5631985A,10/13/1994,5/20/1997,*
US8985864,US5674114A,11/10/1994,10/7/1997, 
US8985864,US5694506A,3/9/1995,12/2/1997, 
US8985864,US5732174A,6/29/1995,3/24/1998,*
US8985864,EP0928978A1,12/22/1997,7/14/1999, 
US8985864,US5993071A,9/30/1996,11/30/1999,*
US8985864,US6275642B1,5/12/1998,8/14/2001,*
US8985864,EP1143277A2,4/7/2000,10/10/2001, 
US8985864,US6491444B1,7/17/1997,12/10/2002,*
US8985864,US20030202752A1,4/24/2002,10/30/2003,*
US8985864,US6779931B2,11/2/2001,8/24/2004, 
US8985864,US6808444B1,11/26/2003,10/26/2004, 
US8985864,US6918816B2,1/31/2003,7/19/2005, 
US8985864,US20050207708A1,12/19/2003,9/22/2005,*
US8985864,US6951425B2,10/25/2000,10/4/2005, 
US8985864,US7192194B2,1/13/2005,3/20/2007, 
US8985864,US20070196053A1,2/17/2006,8/23/2007,*
US8985864,US20100183265A1,1/19/2009,7/22/2010, 
US8985864,US7822309B2,6/14/2004,10/26/2010, 
US8985864,US7833090B2,1/3/2007,11/16/2010, 
US8985864,US20100303434A1,5/29/2009,12/2/2010, 
US8985864,US20110229094A1,3/19/2010,9/22/2011,*
US8985864,WO2012112344A1,2/17/2011,8/23/2012, 
US8985864,WO2012112343A1,2/17/2011,8/23/2012, 
US8985864,US20130156379A1,9/7/2011,6/20/2013,*
US8985864,US20130183001A1,9/7/2011,7/18/2013,*
US8985864,US20130216186A1,9/7/2011,8/22/2013,*
US8982715,US5052940A,5/11/1990,10/1/1991, 
US8982715,US5161988A,2/13/1991,11/10/1992, 
US8982715,US5195902A,5/11/1990,3/23/1993, 
US8982715,US5299944A,11/16/1992,4/5/1994, 
US8982715,US5394503A,10/8/1993,2/28/1995, 
US8982715,US5418334A,8/4/1993,5/23/1995, 
US8982715,US5420512A,11/21/1991,5/30/1995, 
US8982715,US5448675A,6/9/1994,9/5/1995, 
US8982715,US5461693A,7/14/1994,10/24/1995, 
US8982715,US5463706A,2/16/1994,10/31/1995, 
US8982715,US5473715A,5/3/1994,12/5/1995, 
US8982715,US5483467A,6/10/1992,1/9/1996, 
US8982715,US5487666A,12/31/1991,1/30/1996, 
US8982715,US5541586A,5/3/1993,7/30/1996, 
US8982715,US5550755A,7/14/1994,8/27/1996, 
US8982715,US5606664A,5/21/1990,2/25/1997, 
US8982715,US5649001A,3/24/1995,7/15/1997, 
US8982715,US5764043A,12/20/1996,6/9/1998, 
US8982715,US5832071A,11/24/1995,11/3/1998, 
US8982715,US5854824A,9/4/1994,12/29/1998, 
US8982715,US5876240A,4/1/1997,3/2/1999, 
US8982715,US5909464A,2/18/1994,6/1/1999, 
US8982715,US5910776A,10/24/1994,6/8/1999, 
US8982715,US6002331A,7/20/1998,12/14/1999, 
US8982715,US6222908B1,9/23/1999,4/24/2001, 
US8982715,US6223219B1,12/10/1997,4/24/2001, 
US8982715,US20010001270A1,7/21/1998,5/17/2001, 
US8982715,US6234830B1,2/10/1999,5/22/2001, 
US8982715,US6238235B1,5/10/1999,5/29/2001, 
US8982715,US6240090B1,12/19/1997,5/29/2001, 
US8982715,US6285293B1,2/10/1999,9/4/2001, 
US8982715,US6300877B1,3/10/2000,10/9/2001, 
US8982715,US6307880B1,10/24/1997,10/23/2001, 
US8982715,JP2001297044A,4/13/2000,10/26/2001, 
US8982715,US6330307B1,2/10/1999,12/11/2001, 
US8982715,US6350148B1,2/10/1999,2/26/2002, 
US8982715,US6359859B1,6/3/1999,3/19/2002, 
US8982715,US6368155B1,7/16/1999,4/9/2002, 
US8982715,US6424710B1,2/10/1999,7/23/2002, 
US8982715,US6442032B1,8/10/2001,8/27/2002, 
US8982715,US20020138604A1,11/22/1999,9/26/2002, 
US8982715,US6499861B1,9/23/1999,12/31/2002, 
US8982715,US6516345B1,4/30/1999,2/4/2003, 
US8982715,US6522737B1,2/10/1999,2/18/2003, 
US8982715,US20030046339A1,9/5/2001,3/6/2003, 
US8982715,US20030061393A1,9/21/2001,3/27/2003, 
US8982715,US6564258B1,9/30/1998,5/13/2003, 
US8982715,US6574221B1,12/19/1997,6/3/2003, 
US8982715,US6574586B1,4/6/1999,6/3/2003, 
US8982715,US6577243B1,12/14/1999,6/10/2003, 
US8982715,US20030194912A1,4/10/2002,10/16/2003, 
US8982715,US20030197619A1,4/18/2002,10/23/2003, 
US8982715,US20030219033A1,5/23/2002,11/27/2003, 
US8982715,US6684179B1,4/6/1999,1/27/2004, 
US8982715,US20040024717A1,4/3/1998,2/5/2004, 
US8982715,US20040073597A1,1/30/2002,4/15/2004, 
US8982715,US6778505B1,1/3/2000,8/17/2004, 
US8982715,US6881096B2,4/15/2002,4/19/2005, 
US8982715,US20050164548A1,1/22/2004,7/28/2005, 
US8982715,US20050186819A1,1/20/2004,8/25/2005, 
US8982715,EP1569494A2,2/26/2004,8/31/2005, 
US8982715,US20050190768A1,6/16/2003,9/1/2005, 
US8982715,USD510068S1,3/11/2002,9/27/2005, 
US8982715,US6961675B2,3/14/2000,11/1/2005, 
US8982715,US6968994B1,7/6/2004,11/29/2005, 
US8982715,US6976867B2,11/7/2002,12/20/2005, 
US8982715,US6993417B2,9/10/2001,1/31/2006, 
US8982715,US20060047800A1,8/24/2004,3/2/2006,*
US8982715,US20060059293A1,9/14/2004,3/16/2006, 
US8982715,US7039028B2,4/4/2001,5/2/2006, 
US8982715,US7038135B1,6/28/2004,5/2/2006, 
US8982715,US7042562B2,12/26/2002,5/9/2006, 
US8982715,US7057105B2,2/24/2004,6/6/2006, 
US8982715,US7075910B2,4/4/2001,7/11/2006, 
US8982715,US7077710B2,3/21/2001,7/18/2006, 
US8982715,US20060160396A1,12/21/2004,7/20/2006, 
US8982715,US20060160395A1,12/21/2004,7/20/2006, 
US8982715,US7081808B2,9/13/2002,7/25/2006, 
US8982715,US20060179144A1,1/27/2005,8/10/2006, 
US8982715,US20060185887A1,2/22/2005,8/24/2006, 
US8982715,US20060203715A1,3/14/2005,9/14/2006, 
US8982715,US20060227759A1,9/14/2004,10/12/2006, 
US8982715,US7123810B2,5/4/2004,10/17/2006, 
US8982715,US7126918B2,4/19/2000,10/24/2006, 
US8982715,US20060253561A1,2/4/2003,11/9/2006, 
US8982715,US7136936B2,10/3/2003,11/14/2006, 
US8982715,US7142536B1,12/14/2000,11/28/2006, 
US8982715,US20060268507A1,5/26/2005,11/30/2006, 
US8982715,US20060268747A1,5/11/2005,11/30/2006, 
US8982715,US20060282527A1,6/13/2005,12/14/2006, 
US8982715,US7153142B2,11/11/2002,12/26/2006, 
US8982715,US7159026B2,1/31/2002,1/2/2007, 
US8982715,US20070025306A1,8/1/2005,2/1/2007, 
US8982715,US20070058338A1,8/27/2005,3/15/2007, 
US8982715,US20070117444A1,11/18/2005,5/24/2007,*
US8982715,US7226217B1,11/18/2005,6/5/2007, 
US8982715,US7229020B2,9/25/2002,6/12/2007, 
US8982715,US7234944B2,8/26/2005,6/26/2007, 
US8982715,US20070153823A1,12/30/2005,7/5/2007, 
US8982715,US20070162954A1,4/7/2003,7/12/2007, 
US8982715,US7254652B2,9/30/2003,8/7/2007, 
US8982715,US7266087B2,11/30/2001,9/4/2007, 
US8982715,US20070230452A1,3/22/2006,10/4/2007, 
US8982715,US7289334B2,8/27/2003,10/30/2007, 
US8982715,US7297018B2,11/3/2004,11/20/2007, 
US8982715,US20070274234A1,5/26/2006,11/29/2007, 
US8982715,US7312715B2,7/31/2003,12/25/2007, 
US8982715,US7315224B2,8/23/2001,1/1/2008, 
US8982715,USD559186S1,9/20/2004,1/8/2008, 
US8982715,US7317735B1,6/27/2002,1/8/2008, 
US8982715,US7328033B2,10/1/2003,2/5/2008, 
US8982715,US20080049627A1,6/14/2005,2/28/2008,*
US8982715,USD564966S1,6/2/2004,3/25/2008, 
US8982715,US7352289B1,9/11/2003,4/1/2008, 
US8982715,US20080100467A1,10/31/2006,5/1/2008,*
US8982715,US7377819B1,4/27/2006,5/27/2008, 
US8982715,US7382765B2,4/30/2003,6/3/2008, 
US8982715,US20080159738A1,12/29/2006,7/3/2008, 
US8982715,US7401985B2,4/10/2006,7/22/2008, 
US8982715,US20080181136A1,1/24/2007,7/31/2008, 
US8982715,US20080181138A1,1/31/2007,7/31/2008, 
US8982715,US7411405B2,11/3/2004,8/12/2008, 
US8982715,USD575743S1,9/21/2005,8/26/2008, 
US8982715,US20080219268A1,3/1/2007,9/11/2008, 
US8982715,US7433363B2,8/23/2004,10/7/2008, 
US8982715,US20080265915A1,4/24/2007,10/30/2008, 
US8982715,US7445389B2,4/10/2006,11/4/2008, 
US8982715,US7453864B2,4/30/2003,11/18/2008, 
US8982715,US7468669B1,6/21/2005,12/23/2008, 
US8982715,US7479032B2,10/10/2006,1/20/2009, 
US8982715,US7499616B2,4/10/2006,3/3/2009, 
US8982715,US20090061678A1,9/4/2007,3/5/2009, 
US8982715,US20090081888A1,5/3/2004,3/26/2009,*
US8982715,US20090100298A1,10/10/2007,4/16/2009,*
US8982715,US7540667B2,8/1/2007,6/2/2009, 
US8982715,US7564795B2,10/2/2006,7/21/2009, 
US8982715,US20090195349A1,2/1/2008,8/6/2009, 
US8982715,US7586942B2,12/9/2003,9/8/2009, 
US8982715,US7616589B2,2/19/2003,11/10/2009, 
US8982715,US20090322487A1,4/30/2008,12/31/2009,*
US8982715,US20100020722A1,12/20/2006,1/28/2010, 
US8982715,US20100054157A1,1/19/2007,3/4/2010, 
US8982715,US7698156B2,1/29/2002,4/13/2010, 
US8982715,US20100238003A1,3/17/2009,9/23/2010, 
US8982715,US20100267274A1,10/19/2007,10/21/2010,*
US8982715,US20100271961A1,5/19/2005,10/28/2010,*
US8982715,US7839266B2,5/15/2006,11/23/2010, 
US8982715,US7870242B2,10/1/2008,1/11/2011, 
US8982715,US8037173B2,5/30/2008,10/11/2011, 
US8982715,US20110255611A1,9/28/2005,10/20/2011,*
US8982715,US20120309211A1,2/21/2008,12/6/2012,*
US8979578,US4410222A,7/5/1980,10/18/1983,*
US8979578,US4766402A,8/6/1987,8/23/1988, 
US8979578,US4831497A,9/11/1986,5/16/1989, 
US8979578,US4902243A,1/30/1989,2/20/1990,*
US8979578,US5096442A,7/26/1991,3/17/1992, 
US8979578,US5110304A,10/17/1988,5/5/1992, 
US8979578,US5186647A,2/24/1992,2/16/1993, 
US8979578,US5299956A,3/23/1992,4/5/1994, 
US8979578,GB2271678A,12/3/1993,4/20/1994, 
US8979578,US5326286A,12/17/1992,7/5/1994,*
US8979578,US5554047A,2/28/1995,9/10/1996,*
US8979578,US5700167A,9/6/1996,12/23/1997, 
US8979578,GB2314466A,6/21/1996,12/24/1997, 
US8979578,US5752858A,7/21/1994,5/19/1998, 
US8979578,US5762518A,3/31/1995,6/9/1998, 
US8979578,FR2760136A1,2/27/1997,8/28/1998, 
US8979578,US5864089A,6/15/1995,1/26/1999, 
US8979578,EP0898340A1,10/5/1993,2/24/1999, 
US8979578,EP0901201A1,9/2/1997,3/10/1999, 
US8979578,US5940959A,12/23/1992,8/24/1999, 
US8979578,US5967828A,5/16/1995,10/19/1999, 
US8979578,US6017247A,3/5/1997,1/25/2000, 
US8979578,AU4468199A,8/24/1998,3/9/2000, 
US8979578,US6042427A,6/30/1998,3/28/2000, 
US8979578,WO2000032372A1,11/30/1998,6/8/2000, 
US8979578,US6106335A,6/5/1998,8/22/2000,*
US8979578,US6107578A,1/16/1997,8/22/2000, 
US8979578,US6120330A,5/20/1998,9/19/2000, 
US8979578,US6139371A,10/20/1999,10/31/2000, 
US8979578,US6168474B1,6/4/1999,1/2/2001, 
US8979578,WO2000062372A3,4/9/1999,4/5/2001, 
US8979578,US6231397B1,4/16/1998,5/15/2001, 
US8979578,US20010018288A1,7/24/1998,8/30/2001, 
US8979578,US6284980B1,4/16/1999,9/4/2001, 
US8979578,US6325659B1,9/29/2000,12/4/2001,*
US8979578,US6334792B1,1/15/1999,1/1/2002, 
US8979578,WO2002017442A2,8/18/2000,2/28/2002, 
US8979578,US6375490B1,8/16/1999,4/23/2002, 
US8979578,US6428362B1,8/20/1999,8/6/2002, 
US8979578,US6441318B1,8/22/2000,8/27/2002, 
US8979578,US6443777B1,6/22/2001,9/3/2002, 
US8979578,US6464541B1,5/23/2001,10/15/2002, 
US8979578,US6464529B1,3/12/1993,10/15/2002,*
US8979578,US6520806B2,8/20/1999,2/18/2003, 
US8979578,US6520808B2,11/4/1998,2/18/2003, 
US8979578,US6533618B1,3/31/2000,3/18/2003, 
US8979578,US6602089B2,10/13/2000,8/5/2003, 
US8979578,US20040055779A1,9/24/2002,3/25/2004, 
US8979578,US20040055777A1,9/24/2002,3/25/2004, 
US8979578,US20040067693A1,10/3/2002,4/8/2004, 
US8979578,US20040077222A1,10/21/2002,4/22/2004, 
US8979578,US20040082227A1,10/23/2002,4/29/2004, 
US8979578,USRE38519E1,8/24/1998,5/18/2004, 
US8979578,US20040184247A1,3/21/2003,9/23/2004, 
US8979578,US6830488B2,5/12/2003,12/14/2004, 
US8979578,US6869317B2,9/15/2000,3/22/2005, 
US8979578,DE20319849U1,12/22/2003,5/4/2005, 
US8979578,US20050092514A1,10/31/2003,5/5/2005, 
US8979578,US20050092515A1,10/31/2003,5/5/2005, 
US8979578,US20050186838A1,2/20/2004,8/25/2005, 
US8979578,US20050186844A1,2/20/2004,8/25/2005, 
US8979578,US20050221677A1,2/20/2004,10/6/2005, 
US8979578,US20050221678A1,2/20/2004,10/6/2005, 
US8979578,US20050253662A1,5/17/2004,11/17/2005, 
US8979578,US20050254223A1,5/14/2004,11/17/2005, 
US8979578,US20060014410A1,7/13/2004,1/19/2006, 
US8979578,US7052328B2,11/27/2002,5/30/2006, 
US8979578,US20060183359A1,2/17/2005,8/17/2006, 
US8979578,US7097513B2,8/10/2004,8/29/2006,*
US8979578,US7186149B2,12/6/2004,3/6/2007, 
US8979578,US7220149B2,12/7/2004,5/22/2007, 
US8979578,US20070238367A1,4/11/2006,10/11/2007, 
US8979578,US7402085B2,4/11/2006,7/22/2008, 
US8979578,US7413464B1,3/21/2007,8/19/2008, 
US8979578,US7517255B2,3/9/2005,4/14/2009, 
US8979578,US20090258544A1,4/10/2008,10/15/2009,*
US8979578,US7651380B2,2/8/2006,1/26/2010, 
US8979578,US20100087097A1,3/14/2007,4/8/2010, 
US8979578,US7695307B2,8/17/2000,4/13/2010, 
US8979578,US20100105250A1,3/14/2007,4/29/2010, 
US8979578,US7726018B2,12/22/2003,6/1/2010, 
US8979578,US20100167578A1,3/14/2007,7/1/2010, 
US8979578,US20100167577A1,3/14/2007,7/1/2010, 
US8979578,US20100197160A1,3/14/2007,8/5/2010, 
US8979578,US20100203755A1,3/14/2007,8/12/2010, 
US8979578,US20100210132A1,3/14/2007,8/19/2010, 
US8979578,US7787615B2,4/11/2006,8/31/2010, 
US8979578,US20110028024A1,7/28/2009,2/3/2011,*
US8979395,US4102561A,7/2/1975,7/25/1978, 
US8979395,US4320938A,12/26/1979,3/23/1982, 
US8979395,WO1983000935A1,9/10/1981,3/17/1983, 
US8979395,US4929046A,2/1/1989,5/29/1990, 
US8979395,US5125056A,5/14/1986,6/23/1992, 
US8979395,US5321917A,7/8/1993,6/21/1994,*
US8979395,US5674114A,11/10/1994,10/7/1997,*
US8979395,US5694506A,3/9/1995,12/2/1997, 
US8979395,US5732174A,6/29/1995,3/24/1998, 
US8979395,EP0928978A1,12/22/1997,7/14/1999, 
US8979395,US5993071A,9/30/1996,11/30/1999, 
US8979395,US6099392A,4/14/1997,8/8/2000,*
US8979395,US6275642B1,5/12/1998,8/14/2001, 
US8979395,EP1143277A2,4/7/2000,10/10/2001, 
US8979395,US6491444B1,7/17/1997,12/10/2002, 
US8979395,US20030202752A1,4/24/2002,10/30/2003, 
US8979395,US20040057676A1,9/19/2002,3/25/2004,*
US8979395,US6779931B2,11/2/2001,8/24/2004, 
US8979395,US6808444B1,11/26/2003,10/26/2004,*
US8979395,US6918816B2,1/31/2003,7/19/2005,*
US8979395,US20050207708A1,12/19/2003,9/22/2005, 
US8979395,US6951425B2,10/25/2000,10/4/2005, 
US8979395,US7192194B2,1/13/2005,3/20/2007, 
US8979395,US20070196053A1,2/17/2006,8/23/2007, 
US8979395,US20100183265A1,1/19/2009,7/22/2010, 
US8979395,US7822309B2,6/14/2004,10/26/2010,*
US8979395,US7833090B2,1/3/2007,11/16/2010,*
US8979395,US20100302530A1,5/29/2009,12/2/2010, 
US8979395,US20110229094A1,3/19/2010,9/22/2011, 
US8979395,WO2012112344A1,2/17/2011,8/23/2012, 
US8979395,WO2012112343A1,2/17/2011,8/23/2012, 
US8979395,US8442375B2,6/16/2009,5/14/2013,*
US8979395,US20130183001A1,9/7/2011,7/18/2013, 
US8979395,US20130216186A1,9/7/2011,8/22/2013, 
US8976067,US6168084B1,8/19/1997,1/2/2001, 
US8976067,US20040056805A1,9/24/2002,3/25/2004,*
US8976067,US7079869B2,2/12/2003,7/18/2006, 
US8976067,US20070057861A1,10/29/2001,3/15/2007,*
US8976067,US20070290925A1,12/12/2003,12/20/2007, 
US8976067,US20080284662A1,5/17/2007,11/20/2008,*
US8976067,US7630588B2,6/25/2003,12/8/2009,*
US8976067,US7786944B2,10/25/2007,8/31/2010,*
US8976067,WO2011022101A2,5/22/2009,2/24/2011, 
US8976067,US20110122037A1,12/12/2007,5/26/2011, 
US9008130,US5185736A,5/12/1989,2/9/1993,*
US9008130,US5355362A,10/26/1992,10/11/1994,*
US9008130,US5440564A,6/1/1990,8/8/1995,*
US9008130,US5608720A,3/9/1993,3/4/1997,*
US9008130,US5612952A,9/20/1993,3/18/1997,*
US9008130,US5706280A,9/6/1994,1/6/1998,*
US9008130,US5953318A,12/4/1996,9/14/1999,*
US9008130,US5999539A,4/24/1997,12/7/1999,*
US9008130,US6049550A,3/9/1993,4/11/2000,*
US9008130,US6137800A,5/9/1997,10/24/2000,*
US9008130,US6185635B1,5/30/1998,2/6/2001,*
US9008130,US6188701B1,10/13/1997,2/13/2001,*
US9008130,US20010024457A1,1/18/2000,9/27/2001,*
US9008130,US6298038B1,4/24/1997,10/2/2001,*
US9008130,US20010030979A1,3/17/2000,10/18/2001,*
US9008130,US20030095502A1,11/21/2001,5/22/2003,*
US9008130,US20030169781A1,3/5/2002,9/11/2003,*
US9008130,US6636478B1,5/3/2000,10/21/2003,*
US9008130,US6807190B1,5/25/1999,10/19/2004,*
US9008130,US6891851B1,1/8/1999,5/10/2005,*
US9008130,US7468891B2,5/30/2003,12/23/2008,*
US8982913,US4530093A,7/5/1983,7/16/1985, 
US8982913,US5452306A,9/7/1993,9/19/1995, 
US8982913,US5506956A,4/7/1993,4/9/1996, 
US8982913,US5526344A,4/15/1994,6/11/1996, 
US8982913,EP0760563A1,8/29/1995,3/5/1997, 
US8982913,JPH09139723A,11/13/1995,5/27/1997, 
US8982913,US5768278A,2/6/1996,6/16/1998, 
US8982913,US5771236A,9/10/1996,6/23/1998, 
US8982913,US5812786A,6/21/1995,9/22/1998, 
US8982913,US5881059A,11/16/1995,3/9/1999, 
US8982913,US5953318A,12/4/1996,9/14/1999,*
US8982913,US6266349B1,9/8/1997,7/24/2001,*
US8982913,US20020040381A1,10/3/2000,4/4/2002,*
US8982913,US20020196813A1,4/2/2001,12/26/2002,*
US8982913,US20030058847A1,9/27/2001,3/27/2003,*
US8982913,US20030123487A1,9/5/2001,7/3/2003, 
US8982913,US20040090985A1,7/30/2002,5/13/2004,*
US8982913,US6781985B1,8/2/1999,8/24/2004, 
US8982913,US20040213170A1,4/22/2003,10/28/2004,*
US8982913,US20040264683A1,6/30/2003,12/30/2004,*
US8982913,US20050100337A1,11/12/2003,5/12/2005, 
US8982913,US20050210157A1,2/2/2004,9/22/2005,*
US8982913,US6954463B1,12/11/2000,10/11/2005, 
US8982913,US6963561B1,12/15/2000,11/8/2005,*
US8982913,US7054377B1,12/15/1999,5/30/2006,*
US8982913,US7088742B2,11/9/2001,8/8/2006, 
US8982913,US20070140696A1,12/21/2005,6/21/2007,*
US8982913,US20080130688A1,12/4/2006,6/5/2008, 
US8985861,US5067783A,10/16/1990,11/26/1991, 
US8985861,US5210810A,12/19/1991,5/11/1993, 
US8985861,US5317663A,5/20/1993,5/31/1994, 
US8985861,US5542015A,4/8/1993,7/30/1996, 
US8985861,EP0731369A2,3/8/1995,9/11/1996, 
US8985861,US5737464A,8/31/1995,4/7/1998, 
US8985861,US5838855A,5/16/1997,11/17/1998, 
US8985861,US5915058A,1/5/1998,6/22/1999,*
US8985861,US6081647A,1/5/1998,6/27/2000,*
US8985861,JP2000266963A,3/16/1999,9/29/2000, 
US8985861,US6154597A,1/5/1998,11/28/2000,*
US8985861,JP2001033658A,4/9/1999,2/9/2001, 
US8985861,US6367984B1,11/10/1999,4/9/2002, 
US8985861,US6508593B1,5/9/2000,1/21/2003, 
US8985861,US20030156797A1,2/19/2002,8/21/2003, 
US8985861,US6752538B1,2/24/2003,6/22/2004,*
US8985861,US20060093274A1,5/3/2002,5/4/2006, 
US8985861,US20100054668A1,8/27/2008,3/4/2010,*
US8985861,US20100111484A1,10/31/2008,5/6/2010, 
US8985861,US20130183018A1,1/17/2012,7/18/2013,*
US8965169,FR1207610A,7/4/1957,2/17/1960, 
US8965169,US3001001A,6/2/1958,9/19/1961, 
US8965169,US4163572A,11/7/1977,8/7/1979, 
US8965169,FR2488064A1,7/29/1980,2/5/1982, 
US8965169,US4366341A,8/17/1979,12/28/1982, 
US8965169,GB2137025A,3/24/1983,9/26/1984, 
US8965169,DE3742448A1,12/15/1987,6/29/1989, 
US8965169,US4860168A,6/30/1987,8/22/1989, 
US8965169,US4926009A,5/26/1989,5/15/1990, 
US8965169,US5067678A,7/31/1989,11/26/1991, 
US8965169,US5142606A,1/22/1990,8/25/1992,*
US8965169,US5271585A,10/1/1990,12/21/1993, 
US8965169,US5316243A,7/31/1989,5/31/1994, 
US8965169,US5399814A,3/15/1993,3/21/1995,*
US8965169,US5402515A,3/1/1994,3/28/1995, 
US8965169,US5530787A,2/28/1995,6/25/1996, 
US8965169,US5753855A,11/17/1994,5/19/1998, 
US8965169,US5872336A,11/1/1994,2/16/1999, 
US8965169,US5937131A,11/17/1997,8/10/1999, 
US8965169,US6044194A,3/17/1997,3/28/2000,*
US8965167,US799320A,2/9/1904,9/12/1905, 
US8965167,DE1130492B,7/28/1959,5/30/1962, 
US8965167,US3351699A,3/19/1965,11/7/1967, 
US8965167,US3761603A,11/14/1972,9/25/1973, 
US8965167,FR2238828A1,7/24/1973,2/21/1975, 
US8965167,US4077434A,5/27/1976,3/7/1978, 
US8965167,SU1272387A1,3/11/1979,11/23/1986, 
US8965167,DE3742448A1,12/15/1987,6/29/1989, 
US8965167,US4907767A,8/12/1988,3/13/1990, 
US8965167,US4951716A,12/17/1987,8/28/1990, 
US8965167,USD321682S,7/31/1989,11/19/1991, 
US8965167,US5067678A,7/31/1989,11/26/1991, 
US8965167,USD321862S,7/31/1989,11/26/1991, 
US8965167,US5160811A,4/27/1990,11/3/1992, 
US8965167,US5161580A,8/27/1990,11/10/1992, 
US8965167,JPH05172281A,12/25/1991,7/9/1993, 
US8965167,US5240209A,11/17/1992,8/31/1993, 
US8965167,US5271585A,10/1/1990,12/21/1993, 
US8965167,US5316243A,7/31/1989,5/31/1994, 
US8965167,US5335349A,12/14/1992,8/2/1994, 
US8965167,US5469893A,12/21/1993,11/28/1995, 
US8965167,US5503354A,1/4/1994,4/2/1996, 
US8965167,DE29610947U1,6/24/1996,8/22/1996, 
US8965167,FR2735557A1,6/14/1995,12/20/1996, 
US8965167,US5752781A,3/14/1997,5/19/1998, 
US8965167,US5753855A,11/17/1994,5/19/1998, 
US8965167,EP0863594A2,3/6/1997,9/9/1998, 
US8965167,US5899025A,3/22/1996,5/4/1999, 
US8965167,US5923753A,11/17/1997,7/13/1999, 
US8965167,EP0933850A1,1/27/1998,8/4/1999, 
US8965167,US5937131A,11/17/1997,8/10/1999, 
US8965167,US5995699A,1/5/1998,11/30/1999, 
US8965167,US6037538A,4/28/1997,3/14/2000, 
US8965167,US6037543A,11/17/1994,3/14/2000, 
US8965167,US6076779A,8/4/1999,6/20/2000, 
US8965167,US6198047B1,2/8/1999,3/6/2001, 
US8965167,US20020096606A1,6/1/2000,7/25/2002, 
US8965167,US6450458B1,6/1/2000,9/17/2002, 
US8965167,US20030016931A1,7/20/2001,1/23/2003,*
US8965167,US6522823B1,11/6/2000,2/18/2003, 
US8965167,US20030047343A1,9/12/2001,3/13/2003, 
US8965167,US6535683B1,10/6/2000,3/18/2003, 
US8965167,US6559378B1,10/31/2001,5/6/2003, 
US8965167,US20030095829A1,11/16/2001,5/22/2003,*
US8965167,US6625373B1,10/6/2000,9/23/2003, 
US8965167,US6631875B1,9/26/2000,10/14/2003,*
US8965167,US6634805B1,10/10/2001,10/21/2003, 
US8965167,US6708918B2,3/1/2001,3/23/2004, 
US8965167,US6715719B2,3/27/2002,4/6/2004, 
US8965167,US6727434B2,7/13/2001,4/27/2004, 
US8965167,US6739795B1,5/25/2000,5/25/2004, 
US8965167,US7034227B2,8/19/2002,4/25/2006, 
US8965167,US7045707B1,3/7/2005,5/16/2006, 
US8965167,US20070092196A1,10/7/2005,4/26/2007,*
US8965167,US20080181568A1,1/26/2007,7/31/2008,*
US8965167,US20080199140A1,2/21/2007,8/21/2008,*
US8961035,US7088893B2,11/26/2003,8/8/2006, 
